axis,composite_score,n_total_traits,n_significant_traits,pct_significant_traits,mean_abs_cohen_d,max_abs_cohen_d,mean_exceedance_rate,top_trait,top_direction
quantitative,26.559826400123104,50,43,0.86,0.6176703813982117,1.5079907198095295,0.4578389772881816,data_driven,+
spiritual,26.368711628330253,50,45,0.9,0.5859713695184501,1.4168315454184457,0.3786302794022092,inspirational,+
chaotic,26.055338104411028,50,46,0.92,0.5664203935741527,0.9373894626155055,0.38535341978133747,entertaining,+
stoic,25.869382444359704,50,45,0.9,0.5748751654302157,1.1660859215708326,0.4020974658869397,entertaining,-
grounded,25.53663711620097,50,45,0.9,0.567480824804466,1.229969333567113,0.39860688758934365,verbose,-
reserved,25.057593435862316,50,44,0.88,0.5694907599059618,1.2380154989164307,0.374546783625731,inspirational,-
traditional,24.78709369469799,50,47,0.94,0.5273849722276168,1.0745251676877505,0.3557956949110366,inspirational,-
flippant,24.666573750608208,50,44,0.88,0.5606039488774592,1.1111220460582178,0.3207190324295586,entertaining,+
mischievous,24.53719848709955,50,46,0.92,0.5334173584152075,1.3121854393152748,0.37982329010933136,entertaining,+
paranoid,24.52576238998937,50,45,0.9,0.5450169419997638,1.0118298960780634,0.3857686809616634,entertaining,+
existentialist,24.383028729835868,50,43,0.86,0.5670471797636248,1.096076409094858,0.3708540731674147,inspirational,+
bombastic,24.276644829002514,50,42,0.84,0.5780153530714884,1.3777375605173872,0.4289766081871346,verbose,+
libertarian,23.805037283651618,50,48,0.96,0.49593827674274205,0.9407586479702112,0.3100877192982456,entertaining,+
epicurean,23.731187320221355,50,40,0.8,0.5932796830055339,1.53788483836597,0.3991520467836257,inspirational,+
reverent,23.569656393576118,50,44,0.88,0.5356740089449118,1.063132581999607,0.3769351408825093,spontaneous,-
ethereal,23.456401983912144,50,45,0.9,0.5212533774202699,1.368742868936221,0.3651851851851851,inspirational,+
urgent,22.9083151278758,50,39,0.78,0.5873926955865589,0.8649748283639802,0.3473414304993253,agreeable,-
ironic,22.803062762226446,50,46,0.92,0.49571875570057494,1.1164568962153016,0.369787693872362,data_driven,+
radical,22.52469067649015,50,45,0.9,0.5005486816997811,0.9288188960594511,0.3287849252761533,speculative,+
fatalistic,22.320177356839014,50,44,0.88,0.5072767581099776,0.8900723563433522,0.41444178628389156,verbose,+
critical,22.02666067853442,50,44,0.88,0.5006059245121459,0.9378693625697374,0.3555090377458798,big_picture,+
esoteric,21.5416595627329,50,39,0.78,0.5523502451982795,1.3198625581093035,0.3860368870895187,formal,+
romantic,21.420135144504965,50,43,0.86,0.49814267777918525,1.2898263846681743,0.440514075887393,inspirational,+
effusive,21.359330263378432,50,42,0.84,0.5085554824613913,1.1243829724315924,0.3832456140350877,inspirational,+
data_driven,21.333678936803995,50,39,0.78,0.5470174086359999,1.5558536660744904,0.39416404258509524,data_driven,+
cryptic,21.300882869087985,50,43,0.86,0.4953693690485578,1.0960075257833624,0.3787991296069631,inspirational,+
deontological,21.219889277051955,50,46,0.92,0.46130194080547726,1.2999939506216618,0.28463768115942034,data_driven,-
innovative,21.192925387394656,50,46,0.92,0.4607157692911882,1.019436820570143,0.29522374777523525,inspirational,+
historical,21.08879964299096,50,44,0.88,0.4792909009770673,1.1564728754580957,0.3547740563530037,data_driven,+
literal,20.921128408624284,50,44,0.88,0.47548019110509737,1.1467005379698203,0.3807190324295588,data_driven,+
hedonistic,20.549975249428268,50,43,0.86,0.4779064011494946,1.0978857598048486,0.3806799945600435,entertaining,+
edgy,19.966840836025572,50,42,0.84,0.47540097228632316,1.0920272695045887,0.36261208576998055,data_driven,+
conscientious,19.824558817743117,50,37,0.74,0.5357988869660302,1.135014881169515,0.33815078236130863,spontaneous,-
adventurous,18.97894951492511,50,39,0.78,0.4866397311519259,1.3271680639312078,0.432361673414305,inspirational,+
misanthropic,18.8979538721064,50,42,0.84,0.4499512826692,0.8080428270809593,0.36473823447507653,entertaining,+
deterministic,18.820454744877544,50,38,0.76,0.49527512486519853,0.8946299456559099,0.3516851338873499,verbose,+
theatrical,18.399098752980915,50,35,0.7,0.5256885357994547,1.3093370223844536,0.42642439431913126,inspirational,+
